0,1,(0.072024636627775501, 0.0)
0,2,(-0.070772559867161355, 0.0)
0,3,(-0.0043308867137719486, 0.00044499199620291838)
0,4,(0.03601906973243138, 1.1902365302120591e-187)
0,5,(-0.019872736138258823, 1.9684390024629994e-58)
0,6,(-0.021601246904603931, 1.0424087822035328e-68)
0,7,(0.009506166015430903, 1.2725289625033477e-14)
0,8,(0.077888714026729935, 0.0)
0,9,(0.15067105542589518, 0.0)
0,10,(0.15052719666930062, 0.0)
0,11,(0.14748400968318781, 0.0)
0,12,(0.15780790595039212, 0.0)
0,13,(0.0064707924138226788, 1.5450906513634919e-07)
0,14,(0.0064592964836189181, 1.6251837905974859e-07)
0,15,(0.0067618772324906868, 4.178262067233476e-08)
0,16,(0.13264725602945363, 0.0)
0,17,(-0.013004374796742315, 5.3312256430070693e-26)
0,18,(-0.015022937653778665, 3.8521188499080947e-34)
0,19,(0.026433642018135476, 5.8709328074165308e-102)
0,20,(0.061086502402586916, 0.0)
0,21,(-0.61437574233294934, 0.0)
0,22,(-0.60250115099206036, 0.0)
0,23,(0.1595068722450087, 0.0)
0,24,(0.21588188667066027, 0.0)
0,25,(-0.1634226458399009, 0.0)
0,26,(-0.16915299545109164, 0.0)
0,27,(0.19100221370883705, 0.0)
0,28,(0.1975584673073375, 0.0)
0,29,(-0.018081329629289523, 1.1121099939110967e-48)
0,30,(-0.026398414995542074, 1.0844287219067523e-101)
0,31,(0.091037569112773442, 0.0)
0,32,(0.09736803465358837, 0.0)
0,33,(-0.076195458327793078, 0.0)
0,34,(-0.076610646913247829, 0.0)
0,35,(-0.036297605300112015, 1.557864295717789e-190)
0,36,(0.090237228297420646, 0.0)
0,37,(0.0097883452515086528, 2.0649268497687636e-15)
0,38,(0.0095905781702900848, 7.4261469451905588e-15)
0,39,(0.013167076339180933, 1.298478865566905e-26)
0,40,(0.017195258530515005, 3.4051137072883041e-44)
0,41,(-0.28570213485250245, 0.0)
0,42,(-0.30360154512019527, 0.0)
0,43,(0.10336979218893688, 0.0)
0,44,(0.18978479468239831, 0.0)
0,45,(0.23292185818677738, 0.0)
0,46,(0.23151367961641589, 0.0)
0,47,(0.24127739641401708, 0.0)
0,48,(0.2301653745675129, 0.0)
0,49,(0.20694838855869732, 0.0)
0,50,(0.20693824376056794, 0.0)
0,51,(0.20712671319549519, 0.0)
0,52,(0.16905783377949371, 0.0)
0,53,(-0.30924685788603135, 0.0)
0,54,(-0.31949080165513483, 0.0)
0,55,(0.09899790391086434, 0.0)
0,56,(0.20248785026432659, 0.0)
0,57,(0.049563875177193864, 0.0)
0,58,(0.048060673316419958, 0.0)
0,59,(0.052052755865260009, 0.0)
0,60,(0.20010237061944791, 0.0)
0,61,(0.040388572388202509, 1.9355955404618096e-235)
0,62,(0.040387115667467673, 2.0121408475664725e-235)
0,63,(0.040412201688477138, 1.0315941275075766e-235)
0,64,(0.20384335413876181, 0.0)
0,65,(0.061589792742542372, 0.0)
0,66,(0.055655321328134125, 0.0)
0,67,(0.066235288200894429, 0.0)
0,68,(0.19253165516092169, 0.0)
1,2,(-0.40659931235084074, 0.0)
1,3,(-0.0027924990575535825, 0.023550050458546769)
1,4,(0.03151500351344632, 4.1121459678160026e-144)
1,5,(-0.01563175409234905, 8.0039989661781221e-37)
1,6,(-0.01724152369610445, 2.0110697931441437e-44)
1,7,(0.010154121787417765, 1.8105447222702263e-16)
1,8,(0.070202483081888742, 0.0)
1,9,(0.13559288423775806, 0.0)
1,10,(0.13545798988899549, 0.0)
1,11,(0.132762487297233, 0.0)
1,12,(0.14128204479169543, 0.0)
1,13,(0.0037140473213346176, 0.0025981980969221699)
1,14,(0.0037042257499863142, 0.0026671816367064495)
1,15,(0.0039627645588450307, 0.0013119777878134531)
1,16,(0.11883460324636773, 0.0)
1,17,(-0.010506686013759432, 1.5966778689461404e-17)
1,18,(-0.012357009134667394, 1.2392742144513375e-23)
1,19,(0.025241269478644482, 3.9092153098812229e-93)
1,20,(0.055749049102801027, 0.0)
1,21,(-0.15411379766878661, 0.0)
1,22,(-0.15692295311610921, 0.0)
1,23,(0.17098910928281852, 0.0)
1,24,(0.17599118519971829, 0.0)
1,25,(-0.51189983237127523, 0.0)
1,26,(-0.51701316032174904, 0.0)
1,27,(0.38326175519264777, 0.0)
1,28,(0.38983414770425306, 0.0)
1,29,(-0.29481666302530946, 0.0)
1,30,(-0.3344694233346357, 0.0)
1,31,(0.39550765701971596, 0.0)
1,32,(0.53943659276741518, 0.0)
1,33,(-0.070656249999494686, 0.0)
1,34,(-0.071025341291264699, 0.0)
1,35,(-0.034590477721888273, 3.2641429113949557e-173)
1,36,(0.081991332869697356, 0.0)
1,37,(0.006211851499803283, 4.7257196726069058e-07)
1,38,(0.0060747155242917138, 8.3963284038521173e-07)
1,39,(0.00857625686054303, 3.5391610709952687e-12)
1,40,(0.011614662593753322, 4.5784973662297624e-21)
1,41,(-0.068489854190479107, 0.0)
1,42,(-0.077812549525786132, 0.0)
1,43,(0.074931681367692543, 0.0)
1,44,(0.15741735444063495, 0.0)
1,45,(0.14187385060857843, 0.0)
